,AROT_H,AROT_M,AROT_L,AROT_UM,AROT_J,AROT_S,DROT_H,DROT_M,DROT_L,DROT_UM,DROT_J,DROT_S
32667,,75.0,,,,,,42.0,,,,
32668,,69.0,,,,,,40.0,,,,
32669,,58.0,,,,,,38.0,,,,
32670,,63.0,,,,,,30.0,,,,
32671,,62.0,,,,,,53.0,,,,
32672,,67.0,,,,,,35.0,,,,
32673,,60.0,,,,,,32.0,,,,
32674,,66.0,,,,,,42.0,,,,
32675,,62.0,,,,,,35.0,,,,
32676,,52.0,,,,,,45.0,,,,
32677,,72.0,,,,,,33.0,,,,
32678,,61.0,,,,,,46.0,,,,
32679,,67.0,,,,,,29.0,,,,
32680,,70.0,,,,,,42.0,,,,
32681,,71.0,,,,,,43.0,,,,
32682,,65.0,,,,,,33.0,,,,
32683,,67.0,,,,,,33.0,,,,
32684,,64.0,,,,,,50.0,,,,
32685,,55.0,,,,,,34.0,,,,
32686,,68.0,,,,,,38.0,,,,
32687,,62.0,,,,,,37.0,,,,
32688,,64.0,,,,,,45.0,,,,
32689,,54.0,,,,,,38.0,,,,
32690,,57.0,,,,,,46.0,,,,
32691,,69.0,,,,,,40.0,,,,
32692,,48.0,,,,,,55.0,,,,
32693,,54.0,,,,,,46.0,,,,
32694,,59.0,,,,,,34.0,,,,
32695,,65.0,,,,,,37.0,,,,
32696,,65.0,,,,,,39.0,,,,
32697,,83.0,,,,,,42.0,,,,
32698,,60.0,,,,,,34.0,,,,
32699,,68.0,,,,,,80.0,,,,
32700,,68.0,,,,,,41.0,,,,
32701,,61.0,,,,,,35.0,,,,
32702,,57.0,,,,,,36.0,,,,
32703,,70.0,,,,,,34.0,,,,
32704,,54.0,,,,,,37.0,,,,
32705,,62.0,,,,,,43.0,,,,
32706,,65.0,,,,,,61.0,,,,
32707,,79.0,,,,,,34.0,,,,
32708,,61.0,,,,,,39.0,,,,
32709,,58.0,,,,,,35.0,,,,
32710,,73.0,,,,,,39.0,,,,
32711,,64.0,,,,,,33.0,,,,
32712,,50.0,,,,,,41.0,,,,
32713,,57.0,,,,,,28.0,,,,
32714,,64.0,,,,,,53.0,,,,
32715,,48.0,,,,,,41.0,,,,
32716,,61.0,,,,,,43.0,,,,
32717,,62.0,,,,,,53.0,,,,
32718,,53.0,,,,,,37.0,,,,
32719,,62.0,,,,,,40.0,,,,
32720,,63.0,,,,,,43.0,,,,
32721,,60.0,,,,,,31.0,,,,
32722,,56.0,,,,,,36.0,,,,
32723,,64.0,,,,,,31.0,,,,
32724,,64.0,,,,,,41.0,,,,
32725,,70.0,,,,,,57.0,,,,
32726,,54.0,,,,,,41.0,,,,
32727,,61.0,,,,,,46.0,,,,
32728,,59.0,,,,,,48.0,,,,
32729,,64.0,,,,,,51.0,,,,
32730,,59.0,,,,,,33.0,,,,
32731,,60.0,,,,,,45.0,,,,
32732,,57.0,,,,,,52.0,,,,
32733,,65.0,,,,,,31.0,,,,
32734,,63.0,,,,,,39.0,,,,
32735,,65.0,,,,,,36.0,,,,
32736,,67.0,,,,,,34.0,,,,
32737,,60.0,,,,,,36.0,,,,
32738,,61.0,,,,,,45.0,,,,
32739,,64.0,,,,,,38.0,,,,
32740,,65.0,,,,,,33.0,,,,
32741,,60.0,,,,,,54.0,,,,
32742,,49.0,,,,,,37.0,,,,
32743,,59.0,,,,,,38.0,,,,
32744,,68.0,,,,,,34.0,,,,
32745,,69.0,,,,,,35.0,,,,
32746,,64.0,,,,,,44.0,,,,
32747,,58.0,,,,,,44.0,,,,
32748,,62.0,,,,,,31.0,,,,
32749,,64.0,,,,,,65.0,,,,
32750,,52.0,,,,,,30.0,,,,
32751,,70.0,,,,,,51.0,,,,
32752,,64.0,,,,,,48.0,,,,
32753,,72.0,,,,,,30.0,,,,
32754,,64.0,,,,,,34.0,,,,
32755,,61.0,,,,,,50.0,,,,
32756,,49.0,,,,,,29.0,,,,
32757,,70.0,,,,,,46.0,,,,
32758,,43.0,,,,,,44.0,,,,
32759,,46.0,,,,,,41.0,,,,
32760,,70.0,,,,,,30.0,,,,
32761,,77.0,,,,,,48.0,,,,
32762,,67.0,,,,,,50.0,,,,
32763,,59.0,,,,,,38.0,,,,
32764,,74.0,,,,,,30.0,,,,
32765,,54.0,,,,,,37.0,,,,
32766,,69.0,,,,,,34.0,,,,
32767,,79.0,,,,,,46.0,,,,
32768,,61.0,,,,,,51.0,,,,
32769,,67.0,,,,,,51.0,,,,
32770,,61.0,,,,,,33.0,,,,
32771,,61.0,,,,,,32.0,,,,
32772,,55.0,,,,,,37.0,,,,
32773,,56.0,,,,,,25.0,,,,
32774,,66.0,,,,,,52.0,,,,
32775,,66.0,,,,,,32.0,,,,
32776,,60.0,,,,,,34.0,,,,
32777,,74.0,,,,,,32.0,,,,
32778,,53.0,,,,,,50.0,,,,
32779,,88.0,,,,,,31.0,,,,
32780,,64.0,,,,,,32.0,,,,
32781,,63.0,,,,,,45.0,,,,
32782,,62.0,,,,,,45.0,,,,
32783,,63.0,,,,,,39.0,,,,
32784,,67.0,,,,,,50.0,,,,
32785,,67.0,,,,,,35.0,,,,
32786,,62.0,,,,,,46.0,,,,
32787,,52.0,,,,,,30.0,,,,
32788,,72.0,,,,,,61.0,,,,
32789,,73.0,,,,,,35.0,,,,
32790,,61.0,,,,,,40.0,,,,
32791,,60.0,,,,,,38.0,,,,
32792,,58.0,,,,,,32.0,,,,
32793,,70.0,,,,,,30.0,,,,
32794,,62.0,,,,,,32.0,,,,
32795,,65.0,,,,,,31.0,,,,
32796,,57.0,,,,,,38.0,,,,
32797,,66.0,,,,,,32.0,,,,
32798,,66.0,,,,,,48.0,,,,
32799,,49.0,,,,,,42.0,,,,
32800,,64.0,,,,,,37.0,,,,
32801,,52.0,,,,,,32.0,,,,
32802,,57.0,,,,,,41.0,,,,
32803,,60.0,,,,,,49.0,,,,
32804,,60.0,,,,,,29.0,,,,
32805,,58.0,,,,,,51.0,,,,
32806,,67.0,,,,,,34.0,,,,
32807,,80.0,,,,,,33.0,,,,
32808,,53.0,,,,,,32.0,,,,
32809,,82.0,,,,,,55.0,,,,
32810,,45.0,,,,,,35.0,,,,
32811,,63.0,,,,,,41.0,,,,
32812,,67.0,,,,,,43.0,,,,
32813,,70.0,,,,,,27.0,,,,
32814,,54.0,,,,,,34.0,,,,
32815,,70.0,,,,,,35.0,,,,
32816,,64.0,,,,,,51.0,,,,
32817,,118.0,,,,,,32.0,,,,
32818,,78.0,,,,,,31.0,,,,
32819,,55.0,,,,,,35.0,,,,
32820,,62.0,,,,,,45.0,,,,
32821,,51.0,,,,,,33.0,,,,
32822,,69.0,,,,,,49.0,,,,
32823,,48.0,,,,,,41.0,,,,
32824,,58.0,,,,,,49.0,,,,
32825,,49.0,,,,,,39.0,,,,
32826,,67.0,,,,,,31.0,,,,
32827,,62.0,,,,,,37.0,,,,
32828,,60.0,,,,,,39.0,,,,
32829,,48.0,,,,,,32.0,,,,
32830,,50.0,,,,,,41.0,,,,
32831,,62.0,,,,,,36.0,,,,
32832,,65.0,,,,,,49.0,,,,
32833,,65.0,,,,,,23.0,,,,
32834,,69.0,,,,,,34.0,,,,
32835,,65.0,,,,,,34.0,,,,
32836,,57.0,,,,,,39.0,,,,
32837,,54.0,,,,,,50.0,,,,
32838,,63.0,,,,,,45.0,,,,
32839,,56.0,,,,,,37.0,,,,
32840,,74.0,,,,,,44.0,,,,
32841,,61.0,,,,,,32.0,,,,
32842,,78.0,,,,,,48.0,,,,
32843,,59.0,,,,,,33.0,,,,
32844,,75.0,,,,,,43.0,,,,
32845,,52.0,,,,,,37.0,,,,
32846,,72.0,,,,,,33.0,,,,
32847,,61.0,,,,,,43.0,,,,
32848,,58.0,,,,,,42.0,,,,
32849,,58.0,,,,,,44.0,,,,
32850,,68.0,,,,,,46.0,,,,
32851,,58.0,,,,,,37.0,,,,
32852,,72.0,,,,,,39.0,,,,
32853,,67.0,,,,,,37.0,,,,
32854,,44.0,,,,,,48.0,,,,
32855,,69.0,,,,,,39.0,,,,
32856,,62.0,,,,,,38.0,,,,
32857,,62.0,,,,,,45.0,,,,
32858,,64.0,,,,,,30.0,,,,
32859,,79.0,,,,,,31.0,,,,
32860,,65.0,,,,,,35.0,,,,
32861,,66.0,,,,,,16.0,,,,
32862,,64.0,,,,,,34.0,,,,
32863,,60.0,,,,,,51.0,,,,
32864,,58.0,,,,,,35.0,,,,
32865,,68.0,,,,,,46.0,,,,
32866,,64.0,,,,,,31.0,,,,
32867,,69.0,,,,,,41.0,,,,
32868,,56.0,,,,,,32.0,,,,
32869,,65.0,,,,,,40.0,,,,
32870,,65.0,,,,,,40.0,,,,
32871,,66.0,,,,,,41.0,,,,
32872,,71.0,,,,,,36.0,,,,
32873,,54.0,,,,,,38.0,,,,
32874,,66.0,,,,,,34.0,,,,
32875,,55.0,,,,,,38.0,,,,
32876,,63.0,,,,,,42.0,,,,
32877,,68.0,,,,,,29.0,,,,
32878,,65.0,,,,,,38.0,,,,
32879,,60.0,,,,,,41.0,,,,
32880,,67.0,,,,,,38.0,,,,
32881,,51.0,,,,,,51.0,,,,
32882,,91.0,,,,,,36.0,,,,
32883,,56.0,,,,,,50.0,,,,
32884,,67.0,,,,,,39.0,,,,
32885,,70.0,,,,,,29.0,,,,
32886,,73.0,,,,,,40.0,,,,
32887,,66.0,,,,,,25.0,,,,
32888,,66.0,,,,,,37.0,,,,
32889,,51.0,,,,,,34.0,,,,
32890,,65.0,,,,,,43.0,,,,
32891,,57.0,,,,,,53.0,,,,
32892,,52.0,,,,,,41.0,,,,
32893,,71.0,,,,,,52.0,,,,
32894,,69.0,,,,,,47.0,,,,
32895,,73.0,,,,,,37.0,,,,
32896,,64.0,,,,,,45.0,,,,
32897,,64.0,,,,,,49.0,,,,
32898,,69.0,,,,,,55.0,,,,
32899,,51.0,,,,,,60.0,,,,
32900,,56.0,,,,,,38.0,,,,
32901,,67.0,,,,,,34.0,,,,
32902,,63.0,,,,,,41.0,,,,
32903,,66.0,,,,,,37.0,,,,
32904,,69.0,,,,,,44.0,,,,
32905,,57.0,,,,,,40.0,,,,
32906,,78.0,,,,,,44.0,,,,
32907,,79.0,,,,,,33.0,,,,
32908,,82.0,,,,,,41.0,,,,
32909,,60.0,,,,,,39.0,,,,
32910,,65.0,,,,,,55.0,,,,
32911,,67.0,,,,,,47.0,,,,
32912,,65.0,,,,,,68.0,,,,
32913,,66.0,,,,,,38.0,,,,
32914,,61.0,,,,,,28.0,,,,
32915,,59.0,,,,,,54.0,,,,
32916,,59.0,,,,,,60.0,,,,
32917,,62.0,,,,,,37.0,,,,
32918,,60.0,,,,,,37.0,,,,
32919,,72.0,,,,,,40.0,,,,
32920,,66.0,,,,,,29.0,,,,
32921,,65.0,,,,,,34.0,,,,
32922,,60.0,,,,,,45.0,,,,
32923,,58.0,,,,,,33.0,,,,
32924,,63.0,,,,,,35.0,,,,
32925,,62.0,,,,,,45.0,,,,
32926,,63.0,,,,,,54.0,,,,
32927,,69.0,,,,,,49.0,,,,
32928,,72.0,,,,,,35.0,,,,
32929,,64.0,,,,,,41.0,,,,
32930,,63.0,,,,,,47.0,,,,
32931,,64.0,,,,,,37.0,,,,
32932,,57.0,,,,,,33.0,,,,
32933,,49.0,,,,,,37.0,,,,
32934,,62.0,,,,,,35.0,,,,
32935,,65.0,,,,,,36.0,,,,
32936,,48.0,,,,,,34.0,,,,
32937,,67.0,,,,,,57.0,,,,
32938,,55.0,,,,,,27.0,,,,
32939,,65.0,,,,,,33.0,,,,
32940,,75.0,,,,,,27.0,,,,
32941,,66.0,,,,,,58.0,,,,
32942,,72.0,,,,,,33.0,,,,
32943,,64.0,,,,,,27.0,,,,
32944,,61.0,,,,,,36.0,,,,
32945,,57.0,,,,,,32.0,,,,
32946,,57.0,,,,,,78.0,,,,
32947,,63.0,,,,,,34.0,,,,
32948,,62.0,,,,,,28.0,,,,
32949,,67.0,,,,,,52.0,,,,
32950,,77.0,,,,,,32.0,,,,
32951,,67.0,,,,,,40.0,,,,
32952,,71.0,,,,,,36.0,,,,
32953,,68.0,,,,,,45.0,,,,
32954,,64.0,,,,,,51.0,,,,
32955,,67.0,,,,,,34.0,,,,
32956,,67.0,,,,,,55.0,,,,
32957,,62.0,,,,,,29.0,,,,
32958,,66.0,,,,,,46.0,,,,
32959,,52.0,,,,,,39.0,,,,
32960,,63.0,,,,,,36.0,,,,
32961,,67.0,,,,,,46.0,,,,
32962,,51.0,,,,,,37.0,,,,
32963,,61.0,,,,,,31.0,,,,
32964,,50.0,,,,,,51.0,,,,
32965,,72.0,,,,,,43.0,,,,
32966,,67.0,,,,,,34.0,,,,
32967,,64.0,,,,,,45.0,,,,
32968,,61.0,,,,,,37.0,,,,
32969,,64.0,,,,,,51.0,,,,
32970,,66.0,,,,,,45.0,,,,
32971,,65.0,,,,,,33.0,,,,
32972,,71.0,,,,,,39.0,,,,
32973,,50.0,,,,,,51.0,,,,
32974,,65.0,,,,,,45.0,,,,
32975,,68.0,,,,,,45.0,,,,
32976,,73.0,,,,,,48.0,,,,
32977,,55.0,,,,,,37.0,,,,
32978,,66.0,,,,,,50.0,,,,
32979,,68.0,,,,,,44.0,,,,
32980,,68.0,,,,,,44.0,,,,
32981,,68.0,,,,,,36.0,,,,
32982,,73.0,,,,,,47.0,,,,
32983,,63.0,,,,,,51.0,,,,
32984,,56.0,,,,,,35.0,,,,
32985,,75.0,,,,,,39.0,,,,
32986,,73.0,,,,,,43.0,,,,
32987,,70.0,,,,,,42.0,,,,
32988,,85.0,,,,,,43.0,,,,
32989,,60.0,,,,,,27.0,,,,
32990,,67.0,,,,,,46.0,,,,
32991,,70.0,,,,,,29.0,,,,
32992,,66.0,,,,,,41.0,,,,
32993,,72.0,,,,,,33.0,,,,
32994,,75.0,,,,,,52.0,,,,
32995,,53.0,,,,,,51.0,,,,
32996,,65.0,,,,,,46.0,,,,
32997,,73.0,,,,,,32.0,,,,
32998,,69.0,,,,,,56.0,,,,
32999,,87.0,,,,,,42.0,,,,
33000,,56.0,,,,,,42.0,,,,
33001,,61.0,,,,,,42.0,,,,
33002,,71.0,,,,,,34.0,,,,
33003,,57.0,,,,,,27.0,,,,
33004,,70.0,,,,,,43.0,,,,
33005,,54.0,,,,,,35.0,,,,
33006,,61.0,,,,,,36.0,,,,
33007,,69.0,,,,,,42.0,,,,
33008,,63.0,,,,,,33.0,,,,
33009,,69.0,,,,,,47.0,,,,
33010,,60.0,,,,,,45.0,,,,
33011,,58.0,,,,,,36.0,,,,
33012,,61.0,,,,,,39.0,,,,
33013,,56.0,,,,,,40.0,,,,
33014,,60.0,,,,,,41.0,,,,
33015,,55.0,,,,,,49.0,,,,
33016,,80.0,,,,,,41.0,,,,
33017,,56.0,,,,,,47.0,,,,
33018,,65.0,,,,,,34.0,,,,
33019,,64.0,,,,,,29.0,,,,
33020,,67.0,,,,,,42.0,,,,
33021,,65.0,,,,,,46.0,,,,
33022,,60.0,,,,,,55.0,,,,
33023,,59.0,,,,,,39.0,,,,
33024,,58.0,,,,,,36.0,,,,
33025,,73.0,,,,,,32.0,,,,
33026,,62.0,,,,,,43.0,,,,
33027,,72.0,,,,,,35.0,,,,
33028,,66.0,,,,,,29.0,,,,
33029,,67.0,,,,,,49.0,,,,
33030,,51.0,,,,,,32.0,,,,
33031,,72.0,,,,,,37.0,,,,
33032,,76.0,,,,,,62.0,,,,
33033,,66.0,,,,,,36.0,,,,
33034,,64.0,,,,,,46.0,,,,
33035,,64.0,,,,,,34.0,,,,
33036,,62.0,,,,,,42.0,,,,
33037,,78.0,,,,,,48.0,,,,
33038,,75.0,,,,,,40.0,,,,
33039,,66.0,,,,,,27.0,,,,
33040,,53.0,,,,,,33.0,,,,
33041,,55.0,,,,,,60.0,,,,
33042,,59.0,,,,,,48.0,,,,
33043,,58.0,,,,,,43.0,,,,
33044,,67.0,,,,,,43.0,,,,
33045,,70.0,,,,,,33.0,,,,
33046,,64.0,,,,,,27.0,,,,
33047,,65.0,,,,,,38.0,,,,
33048,,55.0,,,,,,32.0,,,,
33049,,66.0,,,,,,28.0,,,,
33050,,68.0,,,,,,45.0,,,,
33051,,58.0,,,,,,38.0,,,,
33052,,66.0,,,,,,28.0,,,,
33053,,64.0,,,,,,28.0,,,,
33054,,68.0,,,,,,49.0,,,,
33055,,63.0,,,,,,44.0,,,,
33056,,63.0,,,,,,41.0,,,,
33057,,87.0,,,,,,56.0,,,,
33058,,59.0,,,,,,27.0,,,,
33059,,65.0,,,,,,38.0,,,,
33060,,60.0,,,,,,36.0,,,,
33061,,66.0,,,,,,40.0,,,,
33062,,55.0,,,,,,42.0,,,,
33063,,66.0,,,,,,30.0,,,,
33064,,63.0,,,,,,47.0,,,,
33065,,57.0,,,,,,40.0,,,,
33066,,61.0,,,,,,106.0,,,,
33067,,57.0,,,,,,41.0,,,,
33068,,66.0,,,,,,47.0,,,,
33069,,69.0,,,,,,31.0,,,,
33070,,68.0,,,,,,37.0,,,,
33071,,68.0,,,,,,46.0,,,,
33072,,56.0,,,,,,32.0,,,,
33073,,47.0,,,,,,40.0,,,,
33074,,60.0,,,,,,44.0,,,,
33075,,67.0,,,,,,33.0,,,,
33076,,60.0,,,,,,47.0,,,,
33077,,51.0,,,,,,57.0,,,,
33078,,65.0,,,,,,54.0,,,,
33079,,67.0,,,,,,34.0,,,,
33080,,57.0,,,,,,37.0,,,,
33081,,67.0,,,,,,33.0,,,,
33082,,65.0,,,,,,38.0,,,,
33083,,69.0,,,,,,40.0,,,,
33084,,59.0,,,,,,27.0,,,,
33085,,62.0,,,,,,43.0,,,,
33086,,58.0,,,,,,55.0,,,,
33087,,62.0,,,,,,33.0,,,,
33088,,55.0,,,,,,55.0,,,,
33089,,69.0,,,,,,36.0,,,,
33090,,63.0,,,,,,44.0,,,,
33091,,64.0,,,,,,26.0,,,,
33092,,66.0,,,,,,32.0,,,,
33093,,56.0,,,,,,50.0,,,,
33094,,65.0,,,,,,40.0,,,,
33095,,65.0,,,,,,42.0,,,,
33096,,59.0,,,,,,33.0,,,,
33097,,67.0,,,,,,35.0,,,,
33098,,71.0,,,,,,32.0,,,,
33099,,59.0,,,,,,35.0,,,,
33100,,63.0,,,,,,32.0,,,,
33101,,48.0,,,,,,40.0,,,,
33102,,65.0,,,,,,41.0,,,,
33103,,65.0,,,,,,47.0,,,,
33104,,57.0,,,,,,32.0,,,,
33105,,62.0,,,,,,39.0,,,,
33106,,68.0,,,,,,30.0,,,,
33107,,66.0,,,,,,35.0,,,,
33108,,63.0,,,,,,30.0,,,,
33109,,72.0,,,,,,42.0,,,,
33110,,64.0,,,,,,41.0,,,,
33111,,62.0,,,,,,37.0,,,,
33112,,64.0,,,,,,55.0,,,,
33113,,64.0,,,,,,43.0,,,,
33114,,70.0,,,,,,38.0,,,,
33115,,65.0,,,,,,48.0,,,,
33116,,55.0,,,,,,65.0,,,,
33117,,70.0,,,,,,46.0,,,,
33118,,74.0,,,,,,31.0,,,,
33119,,62.0,,,,,,32.0,,,,
33120,,63.0,,,,,,50.0,,,,
33121,,58.0,,,,,,34.0,,,,
33122,,61.0,,,,,,48.0,,,,
33123,,66.0,,,,,,50.0,,,,
33124,,68.0,,,,,,35.0,,,,
33125,,56.0,,,,,,42.0,,,,
33126,,64.0,,,,,,45.0,,,,
33127,,64.0,,,,,,38.0,,,,
33128,,54.0,,,,,,46.0,,,,
33129,,69.0,,,,,,45.0,,,,
33130,,60.0,,,,,,34.0,,,,
33131,,68.0,,,,,,32.0,,,,
33132,,58.0,,,,,,54.0,,,,
33133,,43.0,,,,,,34.0,,,,
33134,,49.0,,,,,,43.0,,,,
33135,,58.0,,,,,,31.0,,,,
33136,,61.0,,,,,,37.0,,,,
33137,,81.0,,,,,,46.0,,,,
33138,,66.0,,,,,,34.0,,,,
33139,,66.0,,,,,,51.0,,,,
33140,,52.0,,,,,,60.0,,,,
33141,,70.0,,,,,,38.0,,,,
33142,,61.0,,,,,,30.0,,,,
33143,,59.0,,,,,,46.0,,,,
33144,,51.0,,,,,,37.0,,,,
33145,,61.0,,,,,,33.0,,,,
33146,,62.0,,,,,,37.0,,,,
33147,,61.0,,,,,,48.0,,,,
33148,,60.0,,,,,,50.0,,,,
33149,,70.0,,,,,,51.0,,,,
33150,,69.0,,,,,,36.0,,,,
33151,,62.0,,,,,,39.0,,,,
33152,,58.0,,,,,,36.0,,,,
33153,,69.0,,,,,,42.0,,,,
33154,,66.0,,,,,,34.0,,,,
33155,,59.0,,,,,,38.0,,,,
33156,,70.0,,,,,,49.0,,,,
33157,,55.0,,,,,,48.0,,,,
33158,,64.0,,,,,,54.0,,,,
33159,,58.0,,,,,,36.0,,,,
33160,,60.0,,,,,,53.0,,,,
33161,,59.0,,,,,,35.0,,,,
33162,,59.0,,,,,,48.0,,,,
33163,,57.0,,,,,,29.0,,,,
33164,,62.0,,,,,,35.0,,,,
33165,,59.0,,,,,,33.0,,,,
33166,,61.0,,,,,,39.0,,,,
33167,,55.0,,,,,,59.0,,,,
33168,,72.0,,,,,,35.0,,,,
33169,,61.0,,,,,,43.0,,,,
33170,,77.0,,,,,,40.0,,,,
33171,,78.0,,,,,,33.0,,,,
33172,,56.0,,,,,,57.0,,,,
33173,,65.0,,,,,,28.0,,,,
33174,,67.0,,,,,,32.0,,,,
33175,,66.0,,,,,,45.0,,,,
33176,,51.0,,,,,,45.0,,,,
33177,,68.0,,,,,,40.0,,,,
33178,,68.0,,,,,,30.0,,,,
33179,,67.0,,,,,,34.0,,,,
33180,,68.0,,,,,,37.0,,,,
33181,,69.0,,,,,,26.0,,,,
33182,,53.0,,,,,,56.0,,,,
33183,,59.0,,,,,,52.0,,,,
33184,,55.0,,,,,,31.0,,,,
33185,,65.0,,,,,,26.0,,,,
33186,,61.0,,,,,,43.0,,,,
33187,,62.0,,,,,,51.0,,,,
33188,,62.0,,,,,,34.0,,,,
33189,,60.0,,,,,,55.0,,,,
33190,,64.0,,,,,,33.0,,,,
33191,,64.0,,,,,,42.0,,,,
33192,,73.0,,,,,,39.0,,,,
33193,,63.0,,,,,,30.0,,,,
33194,,69.0,,,,,,34.0,,,,
33195,,60.0,,,,,,38.0,,,,
33196,,62.0,,,,,,39.0,,,,
33197,,51.0,,,,,,31.0,,,,
33198,,48.0,,,,,,54.0,,,,
33199,,62.0,,,,,,36.0,,,,
33200,,57.0,,,,,,45.0,,,,
33201,,68.0,,,,,,37.0,,,,
33202,,69.0,,,,,,27.0,,,,
33203,,52.0,,,,,,30.0,,,,
33204,,60.0,,,,,,41.0,,,,
33205,,67.0,,,,,,37.0,,,,
33206,,63.0,,,,,,63.0,,,,
33207,,69.0,,,,,,43.0,,,,
33208,,65.0,,,,,,52.0,,,,
33209,,64.0,,,,,,32.0,,,,
33210,,55.0,,,,,,28.0,,,,
33211,,65.0,,,,,,28.0,,,,
33212,,58.0,,,,,,39.0,,,,
33213,,62.0,,,,,,33.0,,,,
33214,,57.0,,,,,,42.0,,,,
33215,,58.0,,,,,,42.0,,,,
33216,,52.0,,,,,,48.0,,,,
33217,,61.0,,,,,,43.0,,,,
33218,,61.0,,,,,,33.0,,,,
33219,,51.0,,,,,,33.0,,,,
33220,,75.0,,,,,,31.0,,,,
33221,,69.0,,,,,,44.0,,,,
33222,,54.0,,,,,,46.0,,,,
33223,,64.0,,,,,,43.0,,,,
33224,,59.0,,,,,,47.0,,,,
33225,,66.0,,,,,,27.0,,,,
33226,,68.0,,,,,,37.0,,,,
33227,,57.0,,,,,,36.0,,,,
33228,,51.0,,,,,,35.0,,,,
33229,,51.0,,,,,,45.0,,,,
33230,,54.0,,,,,,27.0,,,,
33231,,63.0,,,,,,44.0,,,,
33232,,69.0,,,,,,34.0,,,,
33233,,61.0,,,,,,41.0,,,,
33234,,62.0,,,,,,49.0,,,,
33235,,62.0,,,,,,37.0,,,,
33236,,62.0,,,,,,32.0,,,,
33237,,56.0,,,,,,41.0,,,,
33238,,72.0,,,,,,25.0,,,,
33239,,71.0,,,,,,36.0,,,,
33240,,59.0,,,,,,27.0,,,,
33241,,84.0,,,,,,57.0,,,,
33242,,53.0,,,,,,40.0,,,,
33243,,61.0,,,,,,34.0,,,,
33244,,69.0,,,,,,84.0,,,,
33245,,52.0,,,,,,43.0,,,,
33246,,69.0,,,,,,33.0,,,,
33247,,65.0,,,,,,52.0,,,,
33248,,63.0,,,,,,59.0,,,,
33249,,60.0,,,,,,43.0,,,,
33250,,63.0,,,,,,33.0,,,,
33251,,56.0,,,,,,37.0,,,,
33252,,69.0,,,,,,47.0,,,,
33253,,65.0,,,,,,38.0,,,,
33254,,71.0,,,,,,55.0,,,,
33255,,68.0,,,,,,50.0,,,,
33256,,68.0,,,,,,35.0,,,,
33257,,69.0,,,,,,36.0,,,,
33258,,77.0,,,,,,31.0,,,,
33259,,53.0,,,,,,70.0,,,,
33260,,77.0,,,,,,55.0,,,,
33261,,62.0,,,,,,29.0,,,,
33262,,57.0,,,,,,78.0,,,,
33263,,79.0,,,,,,48.0,,,,
33264,,69.0,,,,,,29.0,,,,
33265,,65.0,,,,,,33.0,,,,
33266,,69.0,,,,,,42.0,,,,
33267,,67.0,,,,,,58.0,,,,
33268,,74.0,,,,,,92.0,,,,
33269,,57.0,,,,,,46.0,,,,
33270,,96.0,,,,,,50.0,,,,
33271,,64.0,,,,,,40.0,,,,
33272,,73.0,,,,,,40.0,,,,
33273,,56.0,,,,,,36.0,,,,
33274,,81.0,,,,,,36.0,,,,
33275,,66.0,,,,,,49.0,,,,
33276,,58.0,,,,,,60.0,,,,
33277,,54.0,,,,,,56.0,,,,
33278,,72.0,,,,,,38.0,,,,
33279,,76.0,,,,,,45.0,,,,
33280,,52.0,,,,,,40.0,,,,
33281,,83.0,,,,,,43.0,,,,
33282,,72.0,,,,,,36.0,,,,
33283,,53.0,,,,,,30.0,,,,
33284,,72.0,,,,,,28.0,,,,
33285,,67.0,,,,,,59.0,,,,
33286,,78.0,,,,,,26.0,,,,
33287,,60.0,,,,,,39.0,,,,
33288,,60.0,,,,,,43.0,,,,
33289,,62.0,,,,,,29.0,,,,
33290,,58.0,,,,,,46.0,,,,
33291,,60.0,,,,,,41.0,,,,
33292,,68.0,,,,,,40.0,,,,
33293,,65.0,,,,,,28.0,,,,
33294,,66.0,,,,,,52.0,,,,
33295,,73.0,,,,,,36.0,,,,
33296,,62.0,,,,,,37.0,,,,
33297,,69.0,,,,,,35.0,,,,
33298,,75.0,,,,,,48.0,,,,
33299,,65.0,,,,,,39.0,,,,
33300,,68.0,,,,,,39.0,,,,
33301,,67.0,,,,,,62.0,,,,
33302,,47.0,,,,,,44.0,,,,
33303,,60.0,,,,,,36.0,,,,
33304,,71.0,,,,,,50.0,,,,
33305,,69.0,,,,,,44.0,,,,
33306,,68.0,,,,,,47.0,,,,
33307,,64.0,,,,,,47.0,,,,
33308,,63.0,,,,,,42.0,,,,
33309,,65.0,,,,,,33.0,,,,
33310,,69.0,,,,,,46.0,,,,
33311,,59.0,,,,,,34.0,,,,
33312,,68.0,,,,,,48.0,,,,
33313,,66.0,,,,,,38.0,,,,
33314,,74.0,,,,,,40.0,,,,
33315,,54.0,,,,,,34.0,,,,
33316,,61.0,,,,,,32.0,,,,
33317,,73.0,,,,,,37.0,,,,
33318,,63.0,,,,,,48.0,,,,
33319,,51.0,,,,,,38.0,,,,
33320,,50.0,,,,,,48.0,,,,
33321,,53.0,,,,,,46.0,,,,
33322,,69.0,,,,,,42.0,,,,
33323,,57.0,,,,,,26.0,,,,
33324,,50.0,,,,,,53.0,,,,
33325,,68.0,,,,,,36.0,,,,
33326,,52.0,,,,,,25.0,,,,
33327,,72.0,,,,,,48.0,,,,
33328,,56.0,,,,,,44.0,,,,
33329,,69.0,,,,,,33.0,,,,
