,AROT_H,AROT_M,AROT_L,AROT_UM,AROT_J,AROT_S,DROT_H,DROT_M,DROT_L,DROT_UM,DROT_J,DROT_S
33330,,53.0,,,,,,36.0,,,,
33331,,75.0,,,,,,40.0,,,,
33332,,51.0,,,,,,33.0,,,,
33333,,69.0,,,,,,38.0,,,,
33334,,62.0,,,,,,44.0,,,,
33335,,58.0,,,,,,33.0,,,,
33336,,68.0,,,,,,44.0,,,,
33337,,61.0,,,,,,46.0,,,,
33338,,62.0,,,,,,40.0,,,,
33339,,71.0,,,,,,33.0,,,,
33340,,70.0,,,,,,53.0,,,,
33341,,61.0,,,,,,49.0,,,,
33342,,54.0,,,,,,31.0,,,,
33343,,57.0,,,,,,41.0,,,,
33344,,60.0,,,,,,32.0,,,,
33345,,63.0,,,,,,37.0,,,,
33346,,68.0,,,,,,34.0,,,,
33347,,69.0,,,,,,26.0,,,,
33348,,64.0,,,,,,59.0,,,,
33349,,51.0,,,,,,34.0,,,,
33350,,67.0,,,,,,53.0,,,,
33351,,63.0,,,,,,39.0,,,,
33352,,57.0,,,,,,49.0,,,,
33353,,63.0,,,,,,31.0,,,,
33354,,58.0,,,,,,34.0,,,,
33355,,61.0,,,,,,33.0,,,,
33356,,56.0,,,,,,56.0,,,,
33357,,67.0,,,,,,33.0,,,,
33358,,59.0,,,,,,37.0,,,,
33359,,64.0,,,,,,28.0,,,,
33360,,62.0,,,,,,32.0,,,,
33361,,65.0,,,,,,41.0,,,,
33362,,61.0,,,,,,33.0,,,,
33363,,71.0,,,,,,33.0,,,,
33364,,61.0,,,,,,43.0,,,,
33365,,74.0,,,,,,36.0,,,,
33366,,57.0,,,,,,50.0,,,,
33367,,60.0,,,,,,48.0,,,,
33368,,53.0,,,,,,34.0,,,,
33369,,65.0,,,,,,33.0,,,,
33370,,52.0,,,,,,36.0,,,,
33371,,91.0,,,,,,37.0,,,,
33372,,66.0,,,,,,38.0,,,,
33373,,66.0,,,,,,71.0,,,,
33374,,65.0,,,,,,36.0,,,,
33375,,54.0,,,,,,37.0,,,,
33376,,61.0,,,,,,41.0,,,,
33377,,59.0,,,,,,43.0,,,,
33378,,58.0,,,,,,54.0,,,,
33379,,52.0,,,,,,35.0,,,,
33380,,65.0,,,,,,42.0,,,,
33381,,51.0,,,,,,57.0,,,,
33382,,63.0,,,,,,35.0,,,,
33383,,54.0,,,,,,35.0,,,,
33384,,71.0,,,,,,52.0,,,,
33385,,51.0,,,,,,40.0,,,,
33386,,68.0,,,,,,38.0,,,,
33387,,67.0,,,,,,52.0,,,,
33388,,66.0,,,,,,30.0,,,,
33389,,59.0,,,,,,30.0,,,,
33390,,70.0,,,,,,47.0,,,,
33391,,66.0,,,,,,34.0,,,,
33392,,64.0,,,,,,31.0,,,,
33393,,66.0,,,,,,32.0,,,,
33394,,53.0,,,,,,35.0,,,,
33395,,60.0,,,,,,43.0,,,,
33396,,52.0,,,,,,39.0,,,,
33397,,54.0,,,,,,67.0,,,,
33398,,65.0,,,,,,28.0,,,,
33399,,61.0,,,,,,48.0,,,,
33400,,58.0,,,,,,52.0,,,,
33401,,63.0,,,,,,48.0,,,,
33402,,54.0,,,,,,43.0,,,,
33403,,61.0,,,,,,36.0,,,,
33404,,62.0,,,,,,33.0,,,,
33405,,63.0,,,,,,39.0,,,,
33406,,64.0,,,,,,37.0,,,,
33407,,71.0,,,,,,32.0,,,,
33408,,45.0,,,,,,41.0,,,,
33409,,61.0,,,,,,32.0,,,,
33410,,57.0,,,,,,47.0,,,,
33411,,64.0,,,,,,41.0,,,,
33412,,55.0,,,,,,53.0,,,,
33413,,59.0,,,,,,27.0,,,,
33414,,55.0,,,,,,49.0,,,,
33415,,63.0,,,,,,46.0,,,,
33416,,72.0,,,,,,29.0,,,,
33417,,62.0,,,,,,49.0,,,,
33418,,62.0,,,,,,31.0,,,,
33419,,65.0,,,,,,42.0,,,,
33420,,51.0,,,,,,38.0,,,,
33421,,66.0,,,,,,38.0,,,,
33422,,65.0,,,,,,30.0,,,,
33423,,54.0,,,,,,38.0,,,,
33424,,61.0,,,,,,31.0,,,,
33425,,69.0,,,,,,36.0,,,,
33426,,55.0,,,,,,38.0,,,,
33427,,58.0,,,,,,44.0,,,,
33428,,57.0,,,,,,47.0,,,,
33429,,51.0,,,,,,53.0,,,,
33430,,66.0,,,,,,40.0,,,,
33431,,62.0,,,,,,36.0,,,,
33432,,68.0,,,,,,28.0,,,,
33433,,66.0,,,,,,44.0,,,,
33434,,46.0,,,,,,35.0,,,,
33435,,56.0,,,,,,53.0,,,,
33436,,57.0,,,,,,32.0,,,,
33437,,55.0,,,,,,37.0,,,,
33438,,58.0,,,,,,67.0,,,,
33439,,64.0,,,,,,42.0,,,,
33440,,58.0,,,,,,31.0,,,,
33441,,53.0,,,,,,30.0,,,,
33442,,56.0,,,,,,32.0,,,,
33443,,50.0,,,,,,50.0,,,,
33444,,55.0,,,,,,52.0,,,,
33445,,65.0,,,,,,34.0,,,,
33446,,60.0,,,,,,33.0,,,,
33447,,60.0,,,,,,42.0,,,,
33448,,60.0,,,,,,39.0,,,,
33449,,59.0,,,,,,34.0,,,,
33450,,71.0,,,,,,41.0,,,,
33451,,66.0,,,,,,33.0,,,,
33452,,94.0,,,,,,51.0,,,,
33453,,59.0,,,,,,48.0,,,,
33454,,63.0,,,,,,31.0,,,,
33455,,71.0,,,,,,31.0,,,,
33456,,62.0,,,,,,31.0,,,,
33457,,60.0,,,,,,38.0,,,,
33458,,63.0,,,,,,29.0,,,,
33459,,63.0,,,,,,47.0,,,,
33460,,67.0,,,,,,32.0,,,,
33461,,57.0,,,,,,46.0,,,,
33462,,57.0,,,,,,33.0,,,,
33463,,73.0,,,,,,31.0,,,,
33464,,60.0,,,,,,51.0,,,,
33465,,67.0,,,,,,36.0,,,,
33466,,66.0,,,,,,37.0,,,,
33467,,59.0,,,,,,37.0,,,,
33468,,59.0,,,,,,47.0,,,,
33469,,63.0,,,,,,33.0,,,,
33470,,60.0,,,,,,26.0,,,,
33471,,67.0,,,,,,34.0,,,,
33472,,52.0,,,,,,45.0,,,,
33473,,64.0,,,,,,35.0,,,,
33474,,69.0,,,,,,33.0,,,,
33475,,66.0,,,,,,43.0,,,,
33476,,61.0,,,,,,26.0,,,,
33477,,59.0,,,,,,32.0,,,,
33478,,53.0,,,,,,45.0,,,,
33479,,63.0,,,,,,38.0,,,,
33480,,74.0,,,,,,42.0,,,,
33481,,59.0,,,,,,49.0,,,,
33482,,53.0,,,,,,43.0,,,,
33483,,57.0,,,,,,34.0,,,,
33484,,62.0,,,,,,38.0,,,,
33485,,62.0,,,,,,44.0,,,,
33486,,61.0,,,,,,34.0,,,,
33487,,68.0,,,,,,46.0,,,,
33488,,67.0,,,,,,51.0,,,,
33489,,64.0,,,,,,32.0,,,,
33490,,60.0,,,,,,32.0,,,,
33491,,63.0,,,,,,31.0,,,,
33492,,60.0,,,,,,54.0,,,,
33493,,58.0,,,,,,33.0,,,,
33494,,60.0,,,,,,38.0,,,,
33495,,63.0,,,,,,34.0,,,,
33496,,50.0,,,,,,38.0,,,,
33497,,59.0,,,,,,40.0,,,,
33498,,65.0,,,,,,43.0,,,,
33499,,47.0,,,,,,40.0,,,,
33500,,63.0,,,,,,35.0,,,,
33501,,58.0,,,,,,34.0,,,,
33502,,54.0,,,,,,33.0,,,,
33503,,60.0,,,,,,28.0,,,,
33504,,63.0,,,,,,45.0,,,,
33505,,59.0,,,,,,36.0,,,,
33506,,56.0,,,,,,40.0,,,,
33507,,56.0,,,,,,34.0,,,,
33508,,67.0,,,,,,31.0,,,,
33509,,65.0,,,,,,36.0,,,,
33510,,63.0,,,,,,44.0,,,,
33511,,62.0,,,,,,18.0,,,,
33512,,56.0,,,,,,33.0,,,,
33513,,56.0,,,,,,37.0,,,,
33514,,62.0,,,,,,47.0,,,,
33515,,64.0,,,,,,33.0,,,,
33516,,63.0,,,,,,32.0,,,,
33517,,52.0,,,,,,34.0,,,,
33518,,67.0,,,,,,43.0,,,,
33519,,65.0,,,,,,43.0,,,,
33520,,52.0,,,,,,35.0,,,,
33521,,66.0,,,,,,25.0,,,,
33522,,58.0,,,,,,36.0,,,,
33523,,59.0,,,,,,40.0,,,,
33524,,63.0,,,,,,35.0,,,,
33525,,57.0,,,,,,59.0,,,,
33526,,71.0,,,,,,48.0,,,,
33527,,65.0,,,,,,33.0,,,,
33528,,60.0,,,,,,50.0,,,,
33529,,56.0,,,,,,38.0,,,,
33530,,58.0,,,,,,39.0,,,,
33531,,68.0,,,,,,39.0,,,,
33532,,62.0,,,,,,36.0,,,,
33533,,70.0,,,,,,32.0,,,,
33534,,63.0,,,,,,34.0,,,,
33535,,61.0,,,,,,33.0,,,,
33536,,62.0,,,,,,36.0,,,,
33537,,56.0,,,,,,40.0,,,,
33538,,52.0,,,,,,36.0,,,,
33539,,63.0,,,,,,31.0,,,,
33540,,61.0,,,,,,55.0,,,,
33541,,55.0,,,,,,41.0,,,,
33542,,64.0,,,,,,37.0,,,,
33543,,54.0,,,,,,29.0,,,,
33544,,52.0,,,,,,53.0,,,,
33545,,62.0,,,,,,39.0,,,,
33546,,64.0,,,,,,58.0,,,,
33547,,59.0,,,,,,45.0,,,,
33548,,52.0,,,,,,41.0,,,,
33549,,70.0,,,,,,30.0,,,,
33550,,67.0,,,,,,44.0,,,,
33551,,61.0,,,,,,37.0,,,,
33552,,55.0,,,,,,52.0,,,,
33553,,67.0,,,,,,32.0,,,,
33554,,63.0,,,,,,33.0,,,,
33555,,62.0,,,,,,44.0,,,,
33556,,49.0,,,,,,49.0,,,,
33557,,60.0,,,,,,36.0,,,,
33558,,49.0,,,,,,38.0,,,,
33559,,58.0,,,,,,35.0,,,,
33560,,64.0,,,,,,37.0,,,,
33561,,69.0,,,,,,40.0,,,,
33562,,62.0,,,,,,43.0,,,,
33563,,65.0,,,,,,47.0,,,,
33564,,58.0,,,,,,85.0,,,,
33565,,61.0,,,,,,40.0,,,,
33566,,61.0,,,,,,39.0,,,,
33567,,59.0,,,,,,36.0,,,,
33568,,69.0,,,,,,33.0,,,,
33569,,72.0,,,,,,42.0,,,,
33570,,60.0,,,,,,33.0,,,,
33571,,68.0,,,,,,43.0,,,,
33572,,53.0,,,,,,49.0,,,,
33573,,70.0,,,,,,45.0,,,,
33574,,76.0,,,,,,51.0,,,,
33575,,54.0,,,,,,45.0,,,,
33576,,73.0,,,,,,46.0,,,,
33577,,68.0,,,,,,41.0,,,,
33578,,65.0,,,,,,35.0,,,,
33579,,59.0,,,,,,47.0,,,,
33580,,59.0,,,,,,30.0,,,,
33581,,48.0,,,,,,46.0,,,,
33582,,69.0,,,,,,33.0,,,,
33583,,72.0,,,,,,32.0,,,,
33584,,67.0,,,,,,40.0,,,,
33585,,63.0,,,,,,31.0,,,,
33586,,54.0,,,,,,38.0,,,,
33587,,62.0,,,,,,50.0,,,,
33588,,73.0,,,,,,37.0,,,,
33589,,67.0,,,,,,48.0,,,,
33590,,68.0,,,,,,37.0,,,,
33591,,79.0,,,,,,41.0,,,,
33592,,66.0,,,,,,52.0,,,,
33593,,62.0,,,,,,37.0,,,,
33594,,61.0,,,,,,30.0,,,,
33595,,70.0,,,,,,36.0,,,,
33596,,63.0,,,,,,37.0,,,,
33597,,64.0,,,,,,36.0,,,,
33598,,69.0,,,,,,50.0,,,,
33599,,67.0,,,,,,33.0,,,,
33600,,54.0,,,,,,36.0,,,,
33601,,66.0,,,,,,33.0,,,,
33602,,59.0,,,,,,37.0,,,,
33603,,75.0,,,,,,37.0,,,,
33604,,65.0,,,,,,27.0,,,,
33605,,62.0,,,,,,43.0,,,,
33606,,88.0,,,,,,27.0,,,,
33607,,70.0,,,,,,61.0,,,,
33608,,52.0,,,,,,56.0,,,,
33609,,80.0,,,,,,44.0,,,,
33610,,61.0,,,,,,59.0,,,,
33611,,67.0,,,,,,43.0,,,,
33612,,57.0,,,,,,39.0,,,,
33613,,67.0,,,,,,47.0,,,,
33614,,67.0,,,,,,31.0,,,,
33615,,73.0,,,,,,28.0,,,,
33616,,71.0,,,,,,34.0,,,,
33617,,62.0,,,,,,53.0,,,,
33618,,68.0,,,,,,48.0,,,,
33619,,58.0,,,,,,40.0,,,,
33620,,63.0,,,,,,61.0,,,,
33621,,58.0,,,,,,41.0,,,,
33622,,67.0,,,,,,52.0,,,,
33623,,65.0,,,,,,37.0,,,,
33624,,65.0,,,,,,43.0,,,,
33625,,63.0,,,,,,38.0,,,,
33626,,57.0,,,,,,39.0,,,,
33627,,72.0,,,,,,49.0,,,,
33628,,66.0,,,,,,44.0,,,,
33629,,61.0,,,,,,55.0,,,,
33630,,69.0,,,,,,37.0,,,,
33631,,74.0,,,,,,43.0,,,,
33632,,66.0,,,,,,31.0,,,,
33633,,62.0,,,,,,43.0,,,,
33634,,72.0,,,,,,44.0,,,,
33635,,77.0,,,,,,48.0,,,,
33636,,78.0,,,,,,35.0,,,,
33637,,60.0,,,,,,31.0,,,,
33638,,69.0,,,,,,42.0,,,,
33639,,77.0,,,,,,33.0,,,,
33640,,57.0,,,,,,52.0,,,,
33641,,70.0,,,,,,44.0,,,,
33642,,69.0,,,,,,37.0,,,,
33643,,63.0,,,,,,29.0,,,,
33644,,71.0,,,,,,39.0,,,,
33645,,65.0,,,,,,36.0,,,,
33646,,59.0,,,,,,34.0,,,,
33647,,71.0,,,,,,32.0,,,,
33648,,70.0,,,,,,46.0,,,,
33649,,72.0,,,,,,29.0,,,,
33650,,67.0,,,,,,37.0,,,,
33651,,58.0,,,,,,34.0,,,,
33652,,56.0,,,,,,34.0,,,,
33653,,65.0,,,,,,33.0,,,,
33654,,53.0,,,,,,29.0,,,,
33655,,59.0,,,,,,39.0,,,,
33656,,60.0,,,,,,47.0,,,,
33657,,66.0,,,,,,47.0,,,,
33658,,58.0,,,,,,32.0,,,,
33659,,60.0,,,,,,46.0,,,,
33660,,69.0,,,,,,42.0,,,,
33661,,60.0,,,,,,33.0,,,,
33662,,69.0,,,,,,48.0,,,,
33663,,68.0,,,,,,33.0,,,,
33664,,60.0,,,,,,39.0,,,,
33665,,55.0,,,,,,38.0,,,,
33666,,55.0,,,,,,45.0,,,,
33667,,61.0,,,,,,33.0,,,,
33668,,65.0,,,,,,42.0,,,,
33669,,64.0,,,,,,37.0,,,,
33670,,53.0,,,,,,32.0,,,,
33671,,66.0,,,,,,32.0,,,,
33672,,51.0,,,,,,43.0,,,,
33673,,60.0,,,,,,33.0,,,,
33674,,64.0,,,,,,41.0,,,,
33675,,69.0,,,,,,37.0,,,,
33676,,63.0,,,,,,38.0,,,,
33677,,58.0,,,,,,38.0,,,,
33678,,63.0,,,,,,48.0,,,,
33679,,47.0,,,,,,39.0,,,,
33680,,64.0,,,,,,37.0,,,,
33681,,55.0,,,,,,26.0,,,,
33682,,58.0,,,,,,37.0,,,,
33683,,62.0,,,,,,55.0,,,,
33684,,74.0,,,,,,34.0,,,,
33685,,63.0,,,,,,44.0,,,,
33686,,66.0,,,,,,35.0,,,,
33687,,73.0,,,,,,32.0,,,,
33688,,43.0,,,,,,39.0,,,,
33689,,60.0,,,,,,41.0,,,,
33690,,59.0,,,,,,27.0,,,,
33691,,65.0,,,,,,47.0,,,,
33692,,58.0,,,,,,38.0,,,,
33693,,66.0,,,,,,47.0,,,,
33694,,64.0,,,,,,38.0,,,,
33695,,63.0,,,,,,42.0,,,,
33696,,44.0,,,,,,37.0,,,,
33697,,62.0,,,,,,34.0,,,,
33698,,65.0,,,,,,44.0,,,,
33699,,78.0,,,,,,35.0,,,,
33700,,67.0,,,,,,49.0,,,,
33701,,63.0,,,,,,27.0,,,,
33702,,64.0,,,,,,46.0,,,,
33703,,68.0,,,,,,44.0,,,,
33704,,65.0,,,,,,39.0,,,,
33705,,65.0,,,,,,40.0,,,,
33706,,68.0,,,,,,34.0,,,,
33707,,73.0,,,,,,45.0,,,,
33708,,66.0,,,,,,30.0,,,,
33709,,59.0,,,,,,46.0,,,,
33710,,61.0,,,,,,45.0,,,,
33711,,65.0,,,,,,33.0,,,,
33712,,62.0,,,,,,39.0,,,,
33713,,70.0,,,,,,33.0,,,,
33714,,58.0,,,,,,46.0,,,,
33715,,67.0,,,,,,39.0,,,,
33716,,64.0,,,,,,38.0,,,,
33717,,59.0,,,,,,56.0,,,,
33718,,63.0,,,,,,42.0,,,,
33719,,56.0,,,,,,45.0,,,,
33720,,58.0,,,,,,43.0,,,,
33721,,77.0,,,,,,46.0,,,,
33722,,70.0,,,,,,32.0,,,,
33723,,59.0,,,,,,51.0,,,,
33724,,60.0,,,,,,42.0,,,,
33725,,70.0,,,,,,38.0,,,,
33726,,56.0,,,,,,36.0,,,,
33727,,67.0,,,,,,38.0,,,,
33728,,65.0,,,,,,42.0,,,,
33729,,68.0,,,,,,37.0,,,,
33730,,52.0,,,,,,42.0,,,,
33731,,66.0,,,,,,40.0,,,,
33732,,54.0,,,,,,43.0,,,,
33733,,58.0,,,,,,45.0,,,,
33734,,50.0,,,,,,42.0,,,,
33735,,76.0,,,,,,49.0,,,,
33736,,64.0,,,,,,48.0,,,,
33737,,74.0,,,,,,39.0,,,,
33738,,62.0,,,,,,39.0,,,,
33739,,58.0,,,,,,33.0,,,,
33740,,56.0,,,,,,42.0,,,,
33741,,65.0,,,,,,41.0,,,,
33742,,57.0,,,,,,28.0,,,,
33743,,51.0,,,,,,43.0,,,,
33744,,59.0,,,,,,37.0,,,,
33745,,76.0,,,,,,36.0,,,,
33746,,65.0,,,,,,29.0,,,,
33747,,62.0,,,,,,43.0,,,,
33748,,49.0,,,,,,40.0,,,,
33749,,62.0,,,,,,42.0,,,,
33750,,62.0,,,,,,50.0,,,,
33751,,48.0,,,,,,35.0,,,,
33752,,58.0,,,,,,33.0,,,,
33753,,65.0,,,,,,31.0,,,,
33754,,68.0,,,,,,39.0,,,,
33755,,62.0,,,,,,35.0,,,,
33756,,43.0,,,,,,123.0,,,,
33757,,59.0,,,,,,50.0,,,,
33758,,62.0,,,,,,53.0,,,,
33759,,68.0,,,,,,39.0,,,,
33760,,56.0,,,,,,53.0,,,,
33761,,64.0,,,,,,42.0,,,,
33762,,62.0,,,,,,31.0,,,,
33763,,58.0,,,,,,43.0,,,,
33764,,63.0,,,,,,49.0,,,,
33765,,65.0,,,,,,41.0,,,,
33766,,57.0,,,,,,35.0,,,,
33767,,49.0,,,,,,49.0,,,,
33768,,57.0,,,,,,47.0,,,,
33769,,71.0,,,,,,32.0,,,,
33770,,62.0,,,,,,50.0,,,,
33771,,70.0,,,,,,34.0,,,,
33772,,73.0,,,,,,45.0,,,,
33773,,73.0,,,,,,33.0,,,,
33774,,76.0,,,,,,49.0,,,,
33775,,53.0,,,,,,41.0,,,,
33776,,67.0,,,,,,41.0,,,,
33777,,62.0,,,,,,45.0,,,,
33778,,65.0,,,,,,35.0,,,,
33779,,63.0,,,,,,46.0,,,,
33780,,71.0,,,,,,40.0,,,,
33781,,57.0,,,,,,30.0,,,,
33782,,57.0,,,,,,43.0,,,,
33783,,65.0,,,,,,43.0,,,,
33784,,61.0,,,,,,37.0,,,,
33785,,66.0,,,,,,58.0,,,,
33786,,54.0,,,,,,35.0,,,,
33787,,64.0,,,,,,47.0,,,,
33788,,65.0,,,,,,41.0,,,,
33789,,47.0,,,,,,37.0,,,,
33790,,63.0,,,,,,31.0,,,,
33791,,71.0,,,,,,35.0,,,,
33792,,65.0,,,,,,55.0,,,,
33793,,65.0,,,,,,32.0,,,,
33794,,65.0,,,,,,39.0,,,,
33795,,49.0,,,,,,34.0,,,,
33796,,61.0,,,,,,40.0,,,,
33797,,55.0,,,,,,38.0,,,,
33798,,56.0,,,,,,33.0,,,,
33799,,72.0,,,,,,39.0,,,,
33800,,67.0,,,,,,30.0,,,,
33801,,78.0,,,,,,51.0,,,,
33802,,65.0,,,,,,56.0,,,,
33803,,63.0,,,,,,40.0,,,,
33804,,71.0,,,,,,47.0,,,,
33805,,59.0,,,,,,37.0,,,,
33806,,64.0,,,,,,54.0,,,,
33807,,75.0,,,,,,47.0,,,,
33808,,61.0,,,,,,51.0,,,,
33809,,57.0,,,,,,36.0,,,,
33810,,49.0,,,,,,26.0,,,,
33811,,72.0,,,,,,49.0,,,,
33812,,64.0,,,,,,47.0,,,,
33813,,54.0,,,,,,42.0,,,,
33814,,55.0,,,,,,38.0,,,,
33815,,70.0,,,,,,47.0,,,,
33816,,63.0,,,,,,41.0,,,,
33817,,68.0,,,,,,36.0,,,,
33818,,55.0,,,,,,25.0,,,,
33819,,65.0,,,,,,33.0,,,,
33820,,70.0,,,,,,42.0,,,,
33821,,68.0,,,,,,33.0,,,,
33822,,63.0,,,,,,47.0,,,,
33823,,68.0,,,,,,32.0,,,,
33824,,63.0,,,,,,35.0,,,,
33825,,50.0,,,,,,34.0,,,,
33826,,55.0,,,,,,53.0,,,,
33827,,55.0,,,,,,38.0,,,,
33828,,56.0,,,,,,46.0,,,,
33829,,56.0,,,,,,34.0,,,,
33830,,53.0,,,,,,32.0,,,,
33831,,63.0,,,,,,50.0,,,,
33832,,69.0,,,,,,52.0,,,,
33833,,47.0,,,,,,36.0,,,,
33834,,65.0,,,,,,45.0,,,,
33835,,64.0,,,,,,36.0,,,,
33836,,63.0,,,,,,31.0,,,,
33837,,65.0,,,,,,39.0,,,,
33838,,55.0,,,,,,33.0,,,,
33839,,56.0,,,,,,48.0,,,,
33840,,62.0,,,,,,34.0,,,,
33841,,50.0,,,,,,54.0,,,,
33842,,64.0,,,,,,41.0,,,,
33843,,56.0,,,,,,34.0,,,,
33844,,51.0,,,,,,29.0,,,,
33845,,62.0,,,,,,51.0,,,,
33846,,53.0,,,,,,40.0,,,,
33847,,67.0,,,,,,41.0,,,,
33848,,62.0,,,,,,38.0,,,,
33849,,63.0,,,,,,45.0,,,,
33850,,52.0,,,,,,37.0,,,,
33851,,63.0,,,,,,34.0,,,,
33852,,71.0,,,,,,37.0,,,,
33853,,61.0,,,,,,49.0,,,,
33854,,52.0,,,,,,40.0,,,,
33855,,56.0,,,,,,32.0,,,,
33856,,55.0,,,,,,47.0,,,,
33857,,63.0,,,,,,39.0,,,,
33858,,55.0,,,,,,39.0,,,,
33859,,57.0,,,,,,37.0,,,,
33860,,60.0,,,,,,40.0,,,,
33861,,59.0,,,,,,45.0,,,,
33862,,56.0,,,,,,24.0,,,,
33863,,62.0,,,,,,46.0,,,,
33864,,58.0,,,,,,42.0,,,,
33865,,56.0,,,,,,32.0,,,,
33866,,53.0,,,,,,26.0,,,,
33867,,84.0,,,,,,36.0,,,,
33868,,64.0,,,,,,37.0,,,,
33869,,60.0,,,,,,36.0,,,,
33870,,43.0,,,,,,43.0,,,,
33871,,59.0,,,,,,34.0,,,,
33872,,61.0,,,,,,34.0,,,,
33873,,59.0,,,,,,45.0,,,,
33874,,80.0,,,,,,38.0,,,,
33875,,61.0,,,,,,50.0,,,,
33876,,67.0,,,,,,39.0,,,,
33877,,65.0,,,,,,44.0,,,,
33878,,60.0,,,,,,50.0,,,,
33879,,56.0,,,,,,35.0,,,,
33880,,55.0,,,,,,40.0,,,,
33881,,57.0,,,,,,27.0,,,,
33882,,60.0,,,,,,39.0,,,,
33883,,58.0,,,,,,33.0,,,,
33884,,57.0,,,,,,46.0,,,,
33885,,63.0,,,,,,42.0,,,,
33886,,66.0,,,,,,51.0,,,,
33887,,58.0,,,,,,42.0,,,,
33888,,57.0,,,,,,30.0,,,,
33889,,61.0,,,,,,36.0,,,,
33890,,59.0,,,,,,32.0,,,,
33891,,70.0,,,,,,40.0,,,,
33892,,55.0,,,,,,29.0,,,,
33893,,52.0,,,,,,50.0,,,,
33894,,57.0,,,,,,36.0,,,,
33895,,53.0,,,,,,56.0,,,,
33896,,59.0,,,,,,35.0,,,,
33897,,66.0,,,,,,33.0,,,,
33898,,71.0,,,,,,46.0,,,,
33899,,65.0,,,,,,44.0,,,,
33900,,61.0,,,,,,49.0,,,,
33901,,70.0,,,,,,50.0,,,,
33902,,58.0,,,,,,26.0,,,,
33903,,64.0,,,,,,47.0,,,,
33904,,62.0,,,,,,30.0,,,,
33905,,69.0,,,,,,42.0,,,,
33906,,57.0,,,,,,34.0,,,,
33907,,60.0,,,,,,35.0,,,,
33908,,65.0,,,,,,49.0,,,,
33909,,64.0,,,,,,43.0,,,,
33910,,65.0,,,,,,43.0,,,,
33911,,64.0,,,,,,30.0,,,,
33912,,50.0,,,,,,47.0,,,,
33913,,68.0,,,,,,34.0,,,,
33914,,56.0,,,,,,44.0,,,,
33915,,66.0,,,,,,46.0,,,,
33916,,71.0,,,,,,49.0,,,,
33917,,66.0,,,,,,34.0,,,,
33918,,69.0,,,,,,36.0,,,,
33919,,73.0,,,,,,37.0,,,,
33920,,67.0,,,,,,35.0,,,,
33921,,68.0,,,,,,34.0,,,,
33922,,67.0,,,,,,36.0,,,,
33923,,52.0,,,,,,34.0,,,,
33924,,62.0,,,,,,38.0,,,,
33925,,45.0,,,,,,48.0,,,,
33926,,81.0,,,,,,40.0,,,,
33927,,69.0,,,,,,36.0,,,,
33928,,58.0,,,,,,48.0,,,,
33929,,80.0,,,,,,36.0,,,,
33930,,54.0,,,,,,40.0,,,,
33931,,64.0,,,,,,44.0,,,,
33932,,79.0,,,,,,35.0,,,,
33933,,72.0,,,,,,41.0,,,,
33934,,65.0,,,,,,48.0,,,,
33935,,71.0,,,,,,37.0,,,,
33936,,62.0,,,,,,39.0,,,,
33937,,73.0,,,,,,36.0,,,,
33938,,68.0,,,,,,32.0,,,,
33939,,62.0,,,,,,44.0,,,,
33940,,67.0,,,,,,28.0,,,,
33941,,65.0,,,,,,32.0,,,,
33942,,68.0,,,,,,35.0,,,,
33943,,66.0,,,,,,49.0,,,,
33944,,68.0,,,,,,37.0,,,,
33945,,73.0,,,,,,47.0,,,,
33946,,77.0,,,,,,48.0,,,,
33947,,79.0,,,,,,34.0,,,,
33948,,60.0,,,,,,52.0,,,,
33949,,72.0,,,,,,43.0,,,,
33950,,70.0,,,,,,35.0,,,,
33951,,64.0,,,,,,36.0,,,,
33952,,76.0,,,,,,42.0,,,,
33953,,62.0,,,,,,32.0,,,,
33954,,75.0,,,,,,44.0,,,,
33955,,65.0,,,,,,58.0,,,,
33956,,69.0,,,,,,48.0,,,,
33957,,61.0,,,,,,34.0,,,,
33958,,63.0,,,,,,34.0,,,,
33959,,60.0,,,,,,35.0,,,,
33960,,64.0,,,,,,46.0,,,,
33961,,60.0,,,,,,38.0,,,,
33962,,58.0,,,,,,28.0,,,,
33963,,64.0,,,,,,38.0,,,,
33964,,63.0,,,,,,43.0,,,,
33965,,73.0,,,,,,34.0,,,,
33966,,67.0,,,,,,68.0,,,,
33967,,69.0,,,,,,34.0,,,,
33968,,75.0,,,,,,37.0,,,,
33969,,51.0,,,,,,50.0,,,,
33970,,66.0,,,,,,37.0,,,,
33971,,56.0,,,,,,55.0,,,,
33972,,70.0,,,,,,49.0,,,,
33973,,66.0,,,,,,25.0,,,,
33974,,65.0,,,,,,36.0,,,,
33975,,59.0,,,,,,36.0,,,,
33976,,61.0,,,,,,44.0,,,,
33977,,65.0,,,,,,53.0,,,,
33978,,57.0,,,,,,40.0,,,,
33979,,63.0,,,,,,33.0,,,,
33980,,57.0,,,,,,31.0,,,,
33981,,68.0,,,,,,38.0,,,,
33982,,66.0,,,,,,32.0,,,,
33983,,60.0,,,,,,33.0,,,,
33984,,70.0,,,,,,35.0,,,,
33985,,72.0,,,,,,33.0,,,,
33986,,64.0,,,,,,35.0,,,,
33987,,66.0,,,,,,43.0,,,,
33988,,57.0,,,,,,50.0,,,,
33989,,65.0,,,,,,36.0,,,,
33990,,65.0,,,,,,33.0,,,,
33991,,55.0,,,,,,42.0,,,,
33992,,59.0,,,,,,41.0,,,,
